Number of Genes (l),Population Size (N),Generations (G),Mutation Probability (P_m),Crossover Probability (P_c)
20,30,50,0.033,0.6

Generation,Avg Fitness,Best Fitness,# of Correct Bits in Best
15,0.278519,0.628653,10
16,0.145302,0.618312,16
17,0.061554,0.103169,14
18,0.0832557,0.442865,14
19,0.0664921,0.312926,13
20,0.061267,0.0835809,13
21,0.0860171,0.306971,13
22,0.0926011,0.306971,13
23,0.0771453,0.151537,12
24,0.077744,0.605653,13
25,0.0660198,0.148,11
26,0.0649223,0.148,11
27,0.0901898,0.306905,11
28,0.152731,0.605635,13
29,0.146578,0.14811,12
30,0.176182,0.836776,13
31,0.251698,0.605726,13
32,0.462137,0.618182,13
33,0.48458,0.836776,13
34,0.371836,0.836776,13
35,0.494585,0.605726,13
36,0.465392,0.654022,12
37,0.531876,0.657362,13
38,0.470254,0.631069,12
39,0.547243,0.593736,13
40,0.499438,0.699039,14
41,0.529668,0.820862,14
42,0.558754,0.816799,14
43,0.565353,0.593748,14
44,0.55968,0.816807,15
45,0.532659,0.816799,14
46,0.499539,0.815687,13
47,0.544725,0.815845,14
48,0.422429,0.815782,13
49,0.425861,0.815782,13
50,0.578118,0.848367,13
