Number of Genes (l),Population Size (N),Generations (G),Mutation Probability (P_m),Crossover Probability (P_c)
5,30,10,0.033,0.6

Generation,Avg Fitness,Best Fitness,# of Correct Bits in Best

1,0.10783,0.727976,5
2,0.0452116,0.52446,4
3,0.0537134,0.727976,5
4,0.0537691,0.52446,4
5,0.102615,0.52446,4
6,0.0650958,0.727976,5
7,0.0399936,0.727976,5
8,0.0808083,0.727976,5
9,0.0658988,0.52446,4
10,0.0521546,0.52446,4

1,0.148355,0.727976,5
2,0.0985186,0.727976,5
3,0.0736172,0.52446,4
4,0.127008,0.727976,5
5,0.0282595,0.373663,4
6,0.073008,0.727976,5
7,0.162321,0.727976,5
8,0.0728533,0.52446,4
9,0.137009,0.727976,5
10,0.0246974,0.373663,4

1,0.0429021,0.263076,3
2,0.0734009,0.727976,5
3,0.111133,0.727976,5
4,0.0608959,0.727976,5
5,0.0611105,0.727976,5
6,0.132078,0.727976,5
7,0.122682,0.727976,5
8,0.0943285,0.727976,5
9,0.040282,0.373663,4
10,0.168067,0.727976,5

1,0.0717868,0.727976,5
2,0.0376751,0.263076,3
3,0.0984911,0.727976,5
4,0.0816789,0.727976,5
5,0.0170697,0.182868,4
6,0.0424695,0.727976,5
7,0.0563653,0.727976,5
8,0.104169,0.727976,5
9,0.0613346,0.52446,4
10,0.0879701,0.727976,5

1,0.0239875,0.373663,4
2,0.115315,0.727976,5
3,0.0740456,0.727976,5
4,0.0845122,0.727976,5
5,0.0168884,0.125382,3
6,0.0652211,0.52446,4
7,0.104922,0.727976,5
8,0.0315838,0.52446,4
9,0.0727021,0.52446,4
10,0.060976,0.52446,4

1,0.0696002,0.727976,5
2,0.0536592,0.52446,4
3,0.0547325,0.52446,4
4,0.0580106,0.727976,5
5,0.0386074,0.52446,4
6,0.0442021,0.52446,4
7,0.0704837,0.727976,5
8,0.0898478,0.727976,5
9,0.0324672,0.373663,4
10,0.0183567,0.263076,3

1,0.0253447,0.182868,4
2,0.045558,0.52446,4
3,0.0752189,0.52446,4
4,0.135514,0.727976,5
5,0.0543443,0.52446,4
6,0.0658931,0.52446,4
7,0.0499322,0.373663,4
8,0.0699678,0.727976,5
9,0.0508148,0.52446,4
10,0.128754,0.727976,5

1,0.0950999,0.727976,5
2,0.0872827,0.727976,5
3,0.0557441,0.727976,5
4,0.10679,0.727976,5
5,0.0533122,0.52446,4
6,0.0593792,0.727976,5
7,0.0510009,0.727976,5
8,0.109352,0.727976,5
9,0.0549574,0.52446,4
10,0.0834562,0.727976,5

1,0.0614484,0.52446,4
2,0.0423576,0.263076,3
3,0.0707255,0.52446,4
4,0.0595253,0.52446,4
5,0.0246287,0.263076,3
6,0.0536739,0.727976,5
7,0.0644586,0.727976,5
8,0.0587323,0.52446,4
9,0.0724282,0.727976,5
10,0.0493032,0.727976,5

1,0.0674061,0.727976,5
2,0.0305041,0.52446,4
3,0.0682854,0.52446,4
4,0.0625114,0.727976,5
5,0.0956247,0.727976,5
6,0.0601389,0.52446,4
7,0.0498871,0.373663,4
8,0.0886191,0.727976,5
9,0.0668113,0.52446,4
10,0.0456604,0.52446,4

1,0.0458187,0.52446,4
2,0.0802308,0.52446,4
3,0.0799418,0.727976,5
4,0.0987399,0.727976,5
