Number of Genes (l),Population Size (N),Generations (G),Mutation Probability (P_m),Crossover Probability (P_c)
30,30,10,0.033,0.6

Generation,Avg Fitness,Best Fitness,# of Correct Bits in Best

1,0.108786,0.790749,15
2,0.195303,0.442183,18
3,0.233908,0.798492,19
4,0.177765,0.304134,17
5,0.0836748,0.291416,17
6,0.0846448,0.36213,16
7,0.0772412,0.176845,18
8,0.0976287,0.678758,16
9,0.111889,0.625606,15
10,0.0737435,0.153632,12

1,0.0970108,0.798648,19
2,0.0601561,0.912598,21
3,0.0308236,0.0500451,22
4,0.132971,0.968024,22
5,0.0519234,0.231659,19
6,0.0460654,0.0527031,21
7,0.048088,0.0553482,18
8,0.0726796,0.912579,21
9,0.0773097,0.903641,18
10,0.0352304,0.0504986,21

1,0.0411787,0.401979,19
2,0.0573178,0.0837297,17
3,0.0639944,0.148722,17
4,0.0712122,0.148777,18
5,0.0675271,0.150544,19
6,0.0677684,0.14875,18
7,0.0665807,0.145245,16
8,0.0859572,0.608974,19
9,0.0668626,0.304927,17
10,0.0538099,0.304927,16

1,0.0739232,0.928812,19
2,0.0909499,0.804027,21
3,0.0659398,0.286066,15
4,0.0887023,0.341015,18
5,0.102541,0.367812,15
6,0.0845228,0.326858,16
7,0.0834385,0.34142,17
8,0.239128,0.372302,17
9,0.367702,0.669061,19
10,0.356312,0.480971,18

1,0.155916,0.997324,20
2,0.108716,0.738149,14
3,0.141579,0.577259,14
4,0.126902,0.183155,14
5,0.173079,0.679087,16
6,0.183673,0.939484,16
7,0.143382,0.185268,11
8,0.136599,0.222568,12
9,0.141134,0.204883,16
10,0.168382,0.245686,18

1,0.092631,0.588453,19
2,0.323841,0.827024,16
3,0.682124,0.98772,18
4,0.578078,0.95561,19
5,0.7001,0.956719,20
6,0.668269,0.967425,17
7,0.782799,0.986553,19
8,0.838877,0.986556,20
9,0.78291,0.986556,20
10,0.775436,0.987757,19

1,0.110889,0.909598,20
2,0.153749,0.869568,18
3,0.19075,0.452727,19
4,0.171634,0.461439,18
5,0.0939156,0.452727,19
6,0.0788033,0.326301,16
7,0.0765934,0.327291,18
8,0.0714269,0.108143,18
9,0.0679989,0.0763998,18
10,0.0652122,0.108142,17

1,0.0520764,0.673028,20
2,0.0886615,0.805463,17
3,0.0659174,0.813504,17
4,0.0832025,0.838034,16
5,0.0920533,0.838197,18
6,0.0614584,0.838206,20
7,0.0381285,0.0447717,20
8,0.0354801,0.0549256,21
9,0.0272143,0.0447764,21
10,0.0294758,0.148355,17

1,0.162135,0.872226,13
2,0.580322,0.888409,18
3,0.518965,0.75517,16
4,0.753306,0.884595,16
5,0.690463,0.817049,18
6,0.743666,0.957092,20
7,0.755858,0.885131,18
8,0.775869,0.957071,18
9,0.589296,0.957367,20
10,0.401898,0.819086,18

1,0.107287,0.939504,16
2,0.0514995,0.413531,16
3,0.0139475,0.0516535,16
4,0.102833,0.937355,18
5,0.0344622,0.0516959,17
6,0.0288329,0.0515687,14
7,0.0322876,0.0516535,15
8,0.0518771,0.680824,14
9,0.0595505,0.680069,14
10,0.0384139,0.0429044,15

1,0.0692918,0.655823,19
2,0.332065,0.656031,18
3,0.343577,0.655836,20
4,0.492269,0.711509,22
5,0.584784,0.711285,22
6,0.590862,0.725797,24
7,0.602995,0.977725,21
8,0.620258,0.725733,22
9,0.632843,0.713083,23
10,0.663569,0.977108,21

