Number of Genes (l),Population Size (N),Generations (G),Mutation Probability (P_m),Crossover Probability (P_c)
20,30,10,0.033,0.33

Generation,Avg Fitness,Best Fitness,# of Correct Bits in Best

1,0.0709636,0.865823,12
2,0.0599269,0.707661,12
3,0.0193277,0.310006,11
4,0.117026,0.874161,10
5,0.0738185,0.784642,15
6,0.0640009,0.845329,12
7,0.0538864,0.733189,11
8,0.137899,0.946089,14
9,0.0497683,0.595504,9
10,0.0759761,0.390134,7

1,0.158971,0.802955,13
2,0.130835,0.756948,11
3,0.142725,0.951155,13
4,0.063376,0.899556,15
5,0.151796,0.885267,13
6,0.0590144,0.51533,12
7,0.0695141,0.746664,9
8,0.0749618,0.704628,12
9,0.101418,0.682341,12
10,0.140538,0.871275,14

1,0.0683362,0.761152,12
2,0.0906161,0.745089,12
3,0.117272,0.965602,12
4,0.116715,0.841083,14
5,0.0914723,0.655938,14
6,0.0853939,0.51586,12
7,0.0382883,0.437433,13
8,0.0664364,0.655286,13
9,0.0428373,0.274665,12
10,0.106408,0.8065,13

1,0.0507783,0.50133,13
2,0.0460293,0.398542,7
3,0.0847594,0.67188,11
4,0.0575899,0.704788,13
5,0.0608284,0.938459,11
6,0.0229682,0.228898,12
7,0.0573217,0.843559,13
8,0.0687604,0.66267,12
9,0.0426743,0.637081,13
10,0.161348,0.945889,13

1,0.160496,0.923029,15
2,0.119752,0.825649,11
3,0.0828377,0.677798,12
4,0.0867327,0.921778,14
5,0.0832981,0.968535,15
6,0.0488982,0.298943,10
7,0.0690037,0.568721,14
8,0.137408,0.914,14
9,0.105667,0.716478,12
10,0.11433,0.96454,14

1,0.0746759,0.981877,11
2,0.0908004,0.970436,15
3,0.13247,0.881012,11
4,0.0899386,0.518035,13
5,0.0853201,0.801907,11
6,0.129549,0.851514,13
7,0.0420103,0.526347,8
8,0.129376,0.957317,13
9,0.155258,0.992643,16
10,0.12221,0.810738,14

1,0.140005,0.807719,13
2,0.0965463,0.99778,16
3,0.0976779,0.966813,13
4,0.0571928,0.485694,9
5,0.176559,0.759535,9
6,0.076945,0.648647,13
7,0.0710266,0.698134,15
8,0.0631437,0.628992,12
9,0.104067,0.776075,12
10,0.0786701,0.81602,11

1,0.13567,0.870383,11
2,0.0422613,0.354443,12
3,0.125362,0.949752,13
4,0.135014,0.994463,16
5,0.0627876,0.716647,12
6,0.0769704,0.63564,11
7,0.0965117,0.997485,16
8,0.0708558,0.314724,9
9,0.0832464,0.806964,11
10,0.0495082,0.654947,11

1,0.0497984,0.391178,9
2,0.0701239,0.709269,15
3,0.13805,0.893066,12
4,0.0572484,0.831818,11
5,0.0743891,0.879787,12
